cuenta_normalizada,company,industria,tier_cuenta,servicio_normalizado,service_name,familia,subfamilia,pilar,modalidad,ticket_tipo,activo,grupo_sustitucion,regla_grupo,descripcion_regla,nivel,rol_en_grupo,etiqueta_rol,oportunidad_neta,cubierto_por,nivel_base,motivo_grupo,cobertura,etiqueta_cobertura,tipo_oportunidad,score,score_neto,prioridad,ranking_en_cuenta,valor_potencial_eur,valor_referencia_eur,valor_anual_eur,fuente_valor,modalidad_valor,c_demanda,c_afinidad,c_valor,c_momentum,c_adyacencia,score_base,factor_estado,factor_recencia,penetracion_pct,win_rate,momentum_pct,adopcion_industria_pct,cuentas_industria_ejecutan,cuentas_industria,basket_confianza_ejecutado,basket_lift_ejecutado,anclaje,n_pitches,n_perdidos,ultima_derrota,dias_desde_derrota,reactivable,ultimo_movimiento,motivo,accion_sugerida
LATAM Airlines,LATAM AERLINES,Travel & Aerolineas,Desarrollo,Consulting Ad Hoc,Consulting Ad Hoc,Tech Consulting,Ad Hoc Services,CSA - Tech,Recurrente,A cotizar,True,solo:Consulting Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,53.6,53.6,A,1.0,3235.0,3235.17,3235.17,Historico CL,Valor cerrado en Chile,0.9,0.0,1.0,1.0,0.1,53.6,1.0,1.0,20.7,0.75,100.0,0.0,0,2,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Lactalis,LACTALIS,CPG Alimentos,Emergente,Consulting Ad Hoc,Consulting Ad Hoc,Tech Consulting,Ad Hoc Services,CSA - Tech,Recurrente,A cotizar,True,solo:Consulting Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,53.6,53.6,A,1.0,3235.0,3235.17,3235.17,Historico CL,Valor cerrado en Chile,0.9,0.0,1.0,1.0,0.1,53.6,1.0,1.0,20.7,0.75,100.0,0.0,0,2,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Sky Airline,SKY AIRLINE,Travel & Aerolineas,Emergente,Consulting Ad Hoc,Consulting Ad Hoc,Tech Consulting,Ad Hoc Services,CSA - Tech,Recurrente,A cotizar,True,solo:Consulting Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,53.6,53.6,A,1.0,3235.0,3235.17,3235.17,Historico CL,Valor cerrado en Chile,0.9,0.0,1.0,1.0,0.1,53.6,1.0,1.0,20.7,0.75,100.0,0.0,0,2,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
WOM,WOM,Telco,Desarrollo,People data fee Media,People data fee Media,Tech Consulting,FTE,CSA - Tech,Recurrente,A cotizar,True,solo:People data fee Media,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,53.6,53.6,A,1.0,10879.0,10879.470000000001,10879.470000000001,Historico CL,Valor cerrado en Chile,0.565,0.343,1.0,0.928,0.1,53.614,1.0,1.0,10.3,0.667,100.0,66.7,2,3,0.0,0.0,,0.0,0.0,,,,,2 de 3 cuentas de Telco ya lo ejecutan; sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Parque Arauco,PARQUE ARAUCO,Real Estate & Malls,Estrategica,ODO Basic,Online Data Optimization - Basic,Tech Consulting,GA4,CSA - Tech,Proyecto,Bajo,True,ODO,EXCLUSIVO,"Basta una variante de Online Data Optimization por cuenta: se elige segun el tipo de sitio (con e-commerce, sin e-commerce o basic). Implementar dos es trabajo duplicado sobre la misma medicion.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo ODO: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,53.1,53.1,A,2.0,3256.0,3255.83,3255.83,Historico CL,Valor cerrado en Chile,0.499,0.016,1.0,0.896,0.6,53.122,1.0,1.0,3.4,1.0,100.0,0.0,0,1,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
SMU,SMU,Retail Supermercados,Emergente,CAPI x Gateway,CAPI x Gateway by CSA - look for special ratecard,Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,A cotizar,True,CAPI Implementacion,EXCLUSIVO,"Rutas alternativas para implementar Conversions API (Gateway CSA, partner e-commerce, GTM/Tealium o codigo directo). Una cuenta implementa por una sola ruta.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 4 del grupo CAPI Implementacion: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,53.1,53.1,A,2.0,1100.0,1100.0,1100.0,Historico CL,Valor cerrado en Chile,0.6,0.031,1.0,0.904,0.45,53.052,1.0,1.0,6.9,1.0,100.0,0.0,0,1,0.0,0.0,misma capability (Tech),0.0,0.0,,,,,Engancha por misma capability (Tech); servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
TUA,TUA,Por clasificar,Emergente,CAPI x Gateway,CAPI x Gateway by CSA - look for special ratecard,Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,A cotizar,True,CAPI Implementacion,EXCLUSIVO,"Rutas alternativas para implementar Conversions API (Gateway CSA, partner e-commerce, GTM/Tealium o codigo directo). Una cuenta implementa por una sola ruta.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 4 del grupo CAPI Implementacion: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,53.1,53.1,A,4.0,1100.0,1100.0,1100.0,Historico CL,Valor cerrado en Chile,0.6,0.031,1.0,0.904,0.45,53.052,1.0,1.0,6.9,1.0,100.0,0.0,0,1,0.0,0.0,misma capability (Tech),0.0,0.0,,,,,Engancha por misma capability (Tech); servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
Gildemeister,GILDEMEISTER,Automotriz,Estrategica,CAPI Offline CRM,CAPI Automated Offline Integration with CRM,Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,Medio,True,solo:CAPI Automated Offline Integration with CRM,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,52.6,52.6,A,3.0,4068.0,4067.79,4067.79,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.937,1.0,52.635,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,4,0.0,0.0,misma categoria de negocio (Server Side Solutions),0.0,0.0,,,,,"La cuenta ya compra en Server Side Solutions, la misma categoria; servicio con demanda activa en los ultimos meses.",Upsell directo sobre la categoria que ya compra
Parque Arauco,PARQUE ARAUCO,Real Estate & Malls,Estrategica,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Consulting,Ad Hoc Services,CSA - Tech,Recurrente,A cotizar,True,solo:Tech Services Ad Hoc,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,52.4,52.4,A,3.0,3814.0,3813.55,3813.55,Historico CL,Valor cerrado en Chile,0.289,0.177,1.0,0.906,0.6,52.401,1.0,1.0,6.9,0.222,81.8,0.0,0,1,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
SMU,SMU,Retail Supermercados,Emergente,VIGenAIr,VIGenAIr,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,Alto,True,solo:VIGenAIr,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,52.4,52.4,A,3.0,4945.0,4944.58,4944.58,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.921,1.0,52.438,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,misma categoria de negocio (AI Content Creation),0.0,0.0,,,,,"La cuenta ya compra en AI Content Creation, la misma categoria; servicio con demanda activa en los ultimos meses.",Upsell directo sobre la categoria que ya compra
Copec Flux,COPEC FLUX,Energia & Combustibles,Estrategica,CAPI x Gateway,CAPI x Gateway by CSA - look for special ratecard,Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,A cotizar,True,CAPI Implementacion,EXCLUSIVO,"Rutas alternativas para implementar Conversions API (Gateway CSA, partner e-commerce, GTM/Tealium o codigo directo). Una cuenta implementa por una sola ruta.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 4 del grupo CAPI Implementacion: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,52.2,52.2,A,2.0,1100.0,1100.0,1100.0,Historico CL,Valor cerrado en Chile,0.6,0.0,1.0,0.904,0.45,52.246,1.0,1.0,6.9,1.0,100.0,0.0,0,4,0.0,0.0,misma capability (Tech),0.0,0.0,,,,,Engancha por misma capability (Tech); servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
Telefonica,TELEFONICA,Telco,Estrategica,CAPI x Gateway,CAPI x Gateway by CSA - look for special ratecard,Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,A cotizar,True,CAPI Implementacion,EXCLUSIVO,"Rutas alternativas para implementar Conversions API (Gateway CSA, partner e-commerce, GTM/Tealium o codigo directo). Una cuenta implementa por una sola ruta.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 4 del grupo CAPI Implementacion: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,52.2,52.2,A,4.0,1100.0,1100.0,1100.0,Historico CL,Valor cerrado en Chile,0.6,0.0,1.0,0.904,0.45,52.246,1.0,1.0,6.9,1.0,100.0,0.0,0,3,0.0,0.0,misma capability (Tech),0.0,0.0,,,,,Engancha por misma capability (Tech); servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
Parque Arauco,PARQUE ARAUCO,Real Estate & Malls,Estrategica,Licencias SA/DV360,Licencias SA/DV360,Tech Consulting,Licencias,CSA - Tech,Licencia,A cotizar,True,solo:Licencias SA/DV360,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,52.0,52.0,A,4.0,12477.0,12477.41,12477.41,Historico CL,Valor cerrado en Chile,0.499,0.016,1.0,0.805,0.6,52.032,1.0,1.0,3.4,1.0,100.0,0.0,0,1,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
TUA,TUA,Por clasificar,Emergente,Licencias SA/DV360,Licencias SA/DV360,Tech Consulting,Licencias,CSA - Tech,Licencia,A cotizar,True,solo:Licencias SA/DV360,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,52.0,52.0,A,5.0,12477.0,12477.41,12477.41,Historico CL,Valor cerrado en Chile,0.499,0.016,1.0,0.805,0.6,52.032,1.0,1.0,3.4,1.0,100.0,0.0,0,1,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Copec Flux,COPEC FLUX,Energia & Combustibles,Estrategica,Licencias SA/DV360,Licencias SA/DV360,Tech Consulting,Licencias,CSA - Tech,Licencia,A cotizar,True,solo:Licencias SA/DV360,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,51.6,51.6,A,3.0,12477.0,12477.41,12477.41,Historico CL,Valor cerrado en Chile,0.499,0.0,1.0,0.805,0.6,51.629,1.0,1.0,3.4,1.0,100.0,0.0,0,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Copec Flux,COPEC FLUX,Energia & Combustibles,Estrategica,SEO,SEO,Tech Consulting,Others Units,CSA - Tech,Proyecto,A cotizar,True,solo:SEO,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,51.6,51.6,A,4.0,15497.0,15496.82,15496.82,Historico CL,Valor cerrado en Chile,0.365,0.043,1.0,0.972,0.6,51.559,1.0,1.0,3.4,0.667,100.0,0.0,0,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Enex,ENEX,Energia & Combustibles,Desarrollo,Licencias SA/DV360,Licencias SA/DV360,Tech Consulting,Licencias,CSA - Tech,Licencia,A cotizar,True,solo:Licencias SA/DV360,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,51.6,51.6,A,4.0,12477.0,12477.41,12477.41,Historico CL,Valor cerrado en Chile,0.499,0.0,1.0,0.805,0.6,51.629,1.0,1.0,3.4,1.0,100.0,0.0,0,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Enex,ENEX,Energia & Combustibles,Desarrollo,SEO,SEO,Tech Consulting,Others Units,CSA - Tech,Proyecto,A cotizar,True,solo:SEO,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,51.6,51.6,A,5.0,15497.0,15496.82,15496.82,Historico CL,Valor cerrado en Chile,0.365,0.043,1.0,0.972,0.6,51.559,1.0,1.0,3.4,0.667,100.0,0.0,0,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Gildemeister,GILDEMEISTER,Automotriz,Estrategica,Licencias SA/DV360,Licencias SA/DV360,Tech Consulting,Licencias,CSA - Tech,Licencia,A cotizar,True,solo:Licencias SA/DV360,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,51.6,51.6,A,4.0,12477.0,12477.41,12477.41,Historico CL,Valor cerrado en Chile,0.499,0.0,1.0,0.805,0.6,51.629,1.0,1.0,3.4,1.0,100.0,0.0,0,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Porsche Group,PORSCHE GROUP,Automotriz,Desarrollo,Licencias SA/DV360,Licencias SA/DV360,Tech Consulting,Licencias,CSA - Tech,Licencia,A cotizar,True,solo:Licencias SA/DV360,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,51.6,51.6,A,5.0,12477.0,12477.41,12477.41,Historico CL,Valor cerrado en Chile,0.499,0.0,1.0,0.805,0.6,51.629,1.0,1.0,3.4,1.0,100.0,0.0,0,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Porsche Group,PORSCHE GROUP,Automotriz,Desarrollo,SEO,SEO,Tech Consulting,Others Units,CSA - Tech,Proyecto,A cotizar,True,solo:SEO,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,51.6,51.6,A,6.0,15497.0,15496.82,15496.82,Historico CL,Valor cerrado en Chile,0.365,0.043,1.0,0.972,0.6,51.559,1.0,1.0,3.4,0.667,100.0,0.0,0,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Indumotora,INDUMOTORA,Automotriz,Estrategica,People data fee Media,People data fee Media,Tech Consulting,FTE,CSA - Tech,Recurrente,A cotizar,True,solo:People data fee Media,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,51.2,51.2,A,2.0,10879.0,10879.470000000001,10879.470000000001,Historico CL,Valor cerrado en Chile,0.565,0.059,1.0,0.928,0.35,51.227,1.0,1.0,10.3,0.667,100.0,0.0,0,4,0.0,0.0,mismo pilar (CSA - Tech),0.0,0.0,,,,,Engancha por mismo pilar (CSA - Tech); servicio con demanda activa en los ultimos meses.,Cross-sell dentro del mismo pilar
Inchcape Americas,INCHAPE AMERICAS,Automotriz,Desarrollo,CAPI x Gateway,CAPI x Gateway by CSA - look for special ratecard,Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,A cotizar,True,CAPI Implementacion,EXCLUSIVO,"Rutas alternativas para implementar Conversions API (Gateway CSA, partner e-commerce, GTM/Tealium o codigo directo). Una cuenta implementa por una sola ruta.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 4 del grupo CAPI Implementacion: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,51.1,51.1,A,2.0,1100.0,1100.0,1100.0,Historico CL,Valor cerrado en Chile,0.6,0.225,1.0,0.904,0.1,51.096,1.0,1.0,6.9,1.0,100.0,50.0,2,4,0.0,0.0,,0.0,0.0,,,,,2 de 4 cuentas de Automotriz ya lo ejecutan; sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
Parque Arauco,PARQUE ARAUCO,Real Estate & Malls,Estrategica,CAPI x Gateway,CAPI x Gateway by CSA - look for special ratecard,Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,A cotizar,True,CAPI Implementacion,EXCLUSIVO,"Rutas alternativas para implementar Conversions API (Gateway CSA, partner e-commerce, GTM/Tealium o codigo directo). Una cuenta implementa por una sola ruta.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 4 del grupo CAPI Implementacion: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,51.1,51.1,A,5.0,1100.0,1100.0,1100.0,Historico CL,Valor cerrado en Chile,0.6,0.031,1.0,0.904,0.35,51.052,1.0,1.0,6.9,1.0,100.0,0.0,0,1,0.0,0.0,mismo pilar (CSA - Tech),0.0,0.0,,,,,Engancha por mismo pilar (CSA - Tech); servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
SMU,SMU,Retail Supermercados,Emergente,People data fee Media,People data fee Media,Tech Consulting,FTE,CSA - Tech,Recurrente,A cotizar,True,solo:People data fee Media,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,50.9,50.9,A,4.0,10879.0,10879.470000000001,10879.470000000001,Historico CL,Valor cerrado en Chile,0.565,0.047,1.0,0.928,0.35,50.913,1.0,1.0,10.3,0.667,100.0,0.0,0,1,0.0,0.0,mismo pilar (CSA - Tech),0.0,0.0,,,,,Engancha por mismo pilar (CSA - Tech); servicio con demanda activa en los ultimos meses.,Cross-sell dentro del mismo pilar
TUA,TUA,Por clasificar,Emergente,SEO,SEO,Tech Consulting,Others Units,CSA - Tech,Proyecto,A cotizar,True,solo:SEO,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,50.8,50.8,A,6.0,15497.0,15496.82,15496.82,Historico CL,Valor cerrado en Chile,0.365,0.016,1.0,0.972,0.6,50.836,1.0,1.0,3.4,0.667,100.0,0.0,0,1,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Porsche Group,PORSCHE GROUP,Automotriz,Desarrollo,Perf. Powered Conv.,Performance Powered Conversions (ECL),Tech Consulting,Enhance Conversions,CSA - Tech,Proyecto,Bajo,True,solo:Performance Powered Conversions (ECL),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,50.5,50.5,A,7.0,1961.0,1960.8000000000002,1960.8000000000002,Historico CL,Valor cerrado en Chile,0.299,0.154,1.0,0.779,0.6,50.528,1.0,1.0,3.4,0.5,75.0,25.0,1,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,1 de 4 cuentas de Automotriz ya lo ejecutan; engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Cross-sell apoyado en el equipo que ya atiende la cuenta
Enex,ENEX,Energia & Combustibles,Desarrollo,CAPI x Gateway,CAPI x Gateway by CSA - look for special ratecard,Data Management & Engineering,Server Side Solutions,CSA - Tech,Proyecto,A cotizar,True,CAPI Implementacion,EXCLUSIVO,"Rutas alternativas para implementar Conversions API (Gateway CSA, partner e-commerce, GTM/Tealium o codigo directo). Una cuenta implementa por una sola ruta.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 4 del grupo CAPI Implementacion: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,50.2,50.2,A,6.0,1100.0,1100.0,1100.0,Historico CL,Valor cerrado en Chile,0.6,0.0,1.0,0.904,0.35,50.246,1.0,1.0,6.9,1.0,100.0,0.0,0,4,0.0,0.0,mismo pilar (CSA - Tech),0.0,0.0,,,,,Engancha por mismo pilar (CSA - Tech); servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
Gildemeister,GILDEMEISTER,Automotriz,Estrategica,ODO E-commerce,Online Data Optimization - sites with E-commerce,Tech Consulting,GA4,CSA - Tech,Proyecto,Alto,True,ODO,EXCLUSIVO,"Basta una variante de Online Data Optimization por cuenta: se elige segun el tipo de sitio (con e-commerce, sin e-commerce o basic). Implementar dos es trabajo duplicado sobre la misma medicion.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo ODO: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,50.1,50.1,A,5.0,7336.0,7335.525,7335.525,Historico CL,Valor cerrado en Chile,0.299,0.043,1.0,0.983,0.6,50.065,1.0,1.0,3.4,0.5,100.0,0.0,0,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
Porsche Group,PORSCHE GROUP,Automotriz,Desarrollo,ODO E-commerce,Online Data Optimization - sites with E-commerce,Tech Consulting,GA4,CSA - Tech,Proyecto,Alto,True,ODO,EXCLUSIVO,"Basta una variante de Online Data Optimization por cuenta: se elige segun el tipo de sitio (con e-commerce, sin e-commerce o basic). Implementar dos es trabajo duplicado sobre la misma medicion.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo ODO: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,50.1,50.1,A,8.0,7336.0,7335.525,7335.525,Historico CL,Valor cerrado en Chile,0.299,0.043,1.0,0.983,0.6,50.065,1.0,1.0,3.4,0.5,100.0,0.0,0,4,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses.,Elegir la variante con el cliente antes de cotizar
